datetime,year,month,day,hour,demand_mw,baseline_load_mw,demand_surge_mw,outage_period_flag,peak_demand_in_period,min_demand_in_period,avg_baseline
2021-02-18 12:00:00,2021,2,18,12,55475.472936,41213.29881550878,14262.174120491218,1,69692.485103,33953.36042,39539.96555889257
2021-02-18 13:00:00,2021,2,18,13,54260.088002,40532.008043877184,13728.079958122813,1,69692.485103,33953.36042,39539.96555889257
2021-02-18 14:00:00,2021,2,18,14,52574.115212,40049.10537268421,12525.00983931579,1,69692.485103,33953.36042,39539.96555889257
2021-02-18 15:00:00,2021,2,18,15,51232.335515,39598.17088292982,11634.164632070177,1,69692.485103,33953.36042,39539.96555889257
2021-02-18 16:00:00,2021,2,18,16,50397.021653,39352.67713650876,11044.344516491241,1,69692.485103,33953.36042,39539.96555889257
2021-02-18 17:00:00,2021,2,18,17,50495.679237,39539.544454228075,10956.134782771922,1,69692.485103,33953.36042,39539.96555889257
2021-02-18 18:00:00,2021,2,18,18,51810.563561,40170.26836966667,11640.29519133333,1,69692.485103,33953.36042,39539.96555889257
2021-02-18 19:00:00,2021,2,18,19,54446.417026,41752.942725350884,12693.474300649119,1,69692.485103,33953.36042,39539.96555889257
2021-02-18 20:00:00,2021,2,18,20,55175.488738,42331.17587022807,12844.312867771929,1,69692.485103,33953.36042,39539.96555889257
2021-02-18 21:00:00,2021,2,18,21,54835.070638,41967.49218668421,12867.578451315785,1,69692.485103,33953.36042,39539.96555889257
2021-02-18 22:00:00,2021,2,18,22,54134.951276,40941.10521463158,13193.846061368422,1,69692.485103,33953.36042,39539.96555889257
2021-02-18 23:00:00,2021,2,18,23,52944.166532,39080.556060210525,13863.610471789478,1,69692.485103,33953.36042,39539.96555889257
2021-02-19 00:00:00,2021,2,19,0,47387.893799,37135.69685387719,10252.196945122807,1,69692.485103,33953.36042,39539.96555889257
2021-02-19 01:00:00,2021,2,19,1,51435.265902,35786.84865494737,15648.417247052632,1,69692.485103,33953.36042,39539.96555889257
2021-02-19 02:00:00,2021,2,19,2,51493.769153,35100.17627763158,16393.59287536842,1,69692.485103,33953.36042,39539.96555889257
2021-02-19 03:00:00,2021,2,19,3,51905.052487,34877.255225140354,17027.797261859647,1,69692.485103,33953.36042,39539.96555889257
2021-02-19 04:00:00,2021,2,19,4,52456.436433,35047.52129968421,17408.915133315793,1,69692.485103,33953.36042,39539.96555889257
2021-02-19 05:00:00,2021,2,19,5,53562.602979,35919.61006805262,17642.99291094738,1,69692.485103,33953.36042,39539.96555889257
2021-02-19 06:00:00,2021,2,19,6,55285.465446,38045.805104578954,17239.660341421048,1,69692.485103,33953.36042,39539.96555889257
2021-02-19 07:00:00,2021,2,19,7,57538.35515,41270.49083533332,16267.86431466668,1,69692.485103,33953.36042,39539.96555889257
2021-02-19 08:00:00,2021,2,19,8,58610.017467,42620.682086210516,15989.335380789482,1,69692.485103,33953.36042,39539.96555889257
2021-02-19 09:00:00,2021,2,19,9,57156.416598,42497.762383403504,14658.6542145965,1,69692.485103,33953.36042,39539.96555889257
2021-02-19 10:00:00,2021,2,19,10,54548.209234,42272.31935943859,12275.889874561413,1,69692.485103,33953.36042,39539.96555889257
2021-02-19 11:00:00,2021,2,19,11,51763.496154,41856.66013261403,9906.83602138597,1,69692.485103,33953.36042,39539.96555889257
2021-02-19 12:00:00,2021,2,19,12,48983.927636,41213.29881550878,7770.62882049122,1,69692.485103,33953.36042,39539.96555889257
2021-02-19 13:00:00,2021,2,19,13,46271.424835,40532.008043877184,5739.416791122814,0,69692.485103,33953.36042,39539.96555889257
2021-02-19 14:00:00,2021,2,19,14,43837.572376,40049.10537268421,3788.467003315789,0,69692.485103,33953.36042,39539.96555889257
2021-02-19 15:00:00,2021,2,19,15,41732.313332,39598.17088292982,2134.1424490701756,0,69692.485103,33953.36042,39539.96555889257
2021-02-19 16:00:00,2021,2,19,16,40291.778132,39352.67713650876,939.100995491237,0,69692.485103,33953.36042,39539.96555889257
2021-02-19 17:00:00,2021,2,19,17,39794.689291,39539.544454228075,255.14483677192766,0,69692.485103,33953.36042,39539.96555889257
2021-02-19 18:00:00,2021,2,19,18,40947.85509,40170.26836966667,777.5867203333255,0,69692.485103,33953.36042,39539.96555889257
2021-02-19 19:00:00,2021,2,19,19,44466.507341,41752.942725350884,2713.564615649113,0,69692.485103,33953.36042,39539.96555889257
2021-02-19 20:00:00,2021,2,19,20,47041.939769,42331.17587022807,4710.763898771926,0,69692.485103,33953.36042,39539.96555889257
2021-02-19 21:00:00,2021,2,19,21,48039.295369,41967.49218668421,6071.803182315787,0,69692.485103,33953.36042,39539.96555889257
2021-02-19 22:00:00,2021,2,19,22,48403.440995,40941.10521463158,7462.335780368419,0,69692.485103,33953.36042,39539.96555889257
2021-02-19 23:00:00,2021,2,19,23,47950.485647,39080.556060210525,8869.929586789476,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 00:00:00,2021,2,20,0,37294.946886,37135.69685387719,159.25003212280717,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 01:00:00,2021,2,20,1,47029.939454,35786.84865494737,11243.090799052632,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 02:00:00,2021,2,20,2,47070.28467,35100.17627763158,11970.10839236842,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 03:00:00,2021,2,20,3,47509.614523,34877.255225140354,12632.359297859643,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 04:00:00,2021,2,20,4,48027.829809,35047.52129968421,12980.308509315793,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 05:00:00,2021,2,20,5,48935.055096,35919.61006805262,13015.445027947375,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 06:00:00,2021,2,20,6,50226.991629,38045.805104578954,12181.186524421042,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 07:00:00,2021,2,20,7,51934.480142,41270.49083533332,10663.989306666677,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 08:00:00,2021,2,20,8,52761.135205,42620.682086210516,10140.453118789483,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 09:00:00,2021,2,20,9,51129.155586,42497.762383403504,8631.393202596497,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 10:00:00,2021,2,20,10,48107.225605,42272.31935943859,5834.906245561411,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 11:00:00,2021,2,20,11,44884.065477,41856.66013261403,3027.4053443859666,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 12:00:00,2021,2,20,12,41967.721365,41213.29881550878,754.4225494912171,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 13:00:00,2021,2,20,13,39229.726858,40532.008043877184,-1302.281185877182,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 14:00:00,2021,2,20,14,36998.79893,40049.10537268421,-3050.30644268421,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 15:00:00,2021,2,20,15,35226.600554,39598.17088292982,-4371.570328929825,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 16:00:00,2021,2,20,16,34176.491307,39352.67713650876,-5176.185829508766,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 17:00:00,2021,2,20,17,33953.36042,39539.544454228075,-5586.1840342280775,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 18:00:00,2021,2,20,18,34853.66474,40170.26836966667,-5316.603629666672,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 19:00:00,2021,2,20,19,37448.091797,41752.942725350884,-4304.850928350883,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 20:00:00,2021,2,20,20,39222.725293,42331.17587022807,-3108.450577228068,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 21:00:00,2021,2,20,21,39522.332409,41967.49218668421,-2445.15977768421,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 22:00:00,2021,2,20,22,39282.794664,40941.10521463158,-1658.310550631577,0,69692.485103,33953.36042,39539.96555889257
2021-02-20 23:00:00,2021,2,20,23,38362.585402,39080.556060210525,-717.9706582105282,0,69692.485103,33953.36042,39539.96555889257
