year,hour,season,avg_load_mw,avg_wind_mw,avg_solar_mw,net_load_mw,season_min_net_load,evening_peak_net_load,duck_curve_depth_mw
2015,19,shoulder,42294.58840904337,5213.157108721624,66.50985663082437,37014.92144369092,23642.758509880554,37620.215375966225,13977.456866085671
2015,20,shoulder,41655.09993978277,5213.157108721624,66.50985663082436,36375.43297443032,23642.758509880554,37620.215375966225,13977.456866085671
2015,21,shoulder,41312.23361882896,5213.157108721625,66.50985663082436,36032.56665347651,23642.758509880554,37620.215375966225,13977.456866085671
2015,22,shoulder,39737.05533942361,5213.157108721624,66.50985663082437,34457.38837407117,23642.758509880554,37620.215375966225,13977.456866085671
2015,23,shoulder,37022.20101653572,5213.157108721624,66.50985663082437,31742.534051183273,23642.758509880554,37620.215375966225,13977.456866085671
2015,0,summer,44870.38129841218,4839.471326164875,93.23476702508962,39937.67520522222,30907.285446537124,55388.04440975832,24480.758963221193
2015,1,summer,41486.03463743025,4839.471326164875,93.23476702508962,36553.32854424029,30907.285446537124,55388.04440975832,24480.758963221193
2015,2,summer,39031.25584388155,4839.471326164875,93.23476702508962,34098.54975069158,30907.285446537124,55388.04440975832,24480.758963221193
2015,3,summer,37293.65398853331,4839.471326164875,93.23476702508962,32360.947895343346,30907.285446537124,55388.04440975832,24480.758963221193
2015,4,summer,36196.60820311011,4839.471326164875,93.23476702508962,31263.90210992015,30907.285446537124,55388.04440975832,24480.758963221193
2015,5,summer,35839.99153972709,4839.471326164875,93.23476702508962,30907.285446537124,30907.285446537124,55388.04440975832,24480.758963221193
2015,6,summer,36605.98634029622,4839.471326164875,93.23476702508962,31673.280247106257,30907.285446537124,55388.04440975832,24480.758963221193
2015,7,summer,37927.409237873384,4839.471326164875,93.23476702508962,32994.70314468342,30907.285446537124,55388.04440975832,24480.758963221193
2015,8,summer,38868.56562996463,4839.471326164875,93.23476702508962,33935.85953677467,30907.285446537124,55388.04440975832,24480.758963221193
2015,9,summer,41279.55452502357,4839.471326164875,93.23476702508962,36346.848431833605,30907.285446537124,55388.04440975832,24480.758963221193
2015,10,summer,44538.898656395206,4839.471326164875,93.23476702508962,39606.19256320524,30907.285446537124,55388.04440975832,24480.758963221193
2015,11,summer,48112.796638401924,4839.471326164875,93.23476702508962,43180.09054521197,30907.285446537124,55388.04440975832,24480.758963221193
2015,12,summer,51486.393927905854,4839.471326164875,93.23476702508962,46553.687834715885,30907.285446537124,55388.04440975832,24480.758963221193
2015,13,summer,54419.719773927376,4839.471326164875,93.23476702508962,49487.01368073741,30907.285446537124,55388.04440975832,24480.758963221193
2015,14,summer,56936.84098724787,4839.471326164875,93.23476702508962,52004.134894057905,30907.285446537124,55388.04440975832,24480.758963221193
2015,15,summer,58740.44206578266,4839.471326164875,93.23476702508962,53807.73597259269,30907.285446537124,55388.04440975832,24480.758963221193
2015,16,summer,59874.16616273733,4839.471326164875,93.23476702508962,54941.46006954738,30907.285446537124,55388.04440975832,24480.758963221193
2015,17,summer,60320.75050294828,4839.471326164875,93.23476702508962,55388.04440975832,30907.285446537124,55388.04440975832,24480.758963221193
2015,18,summer,59893.50203532444,4839.471326164875,93.23476702508962,54960.795942134486,30907.285446537124,55388.04440975832,24480.758963221193
2015,19,summer,58418.10814582056,4839.471326164875,93.23476702508962,53485.40205263059,30907.285446537124,55388.04440975832,24480.758963221193
2015,20,summer,56166.6151922578,4839.471326164875,93.23476702508962,51233.90909906783,30907.285446537124,55388.04440975832,24480.758963221193
2015,21,summer,54325.12165822376,4839.471326164875,93.23476702508962,49392.41556503379,30907.285446537124,55388.04440975832,24480.758963221193
2015,22,summer,52542.59914138372,4839.471326164875,93.23476702508962,47609.893048193764,30907.285446537124,55388.04440975832,24480.758963221193
2015,23,summer,48945.750341710045,4839.471326164875,93.23476702508962,44013.04424852008,30907.285446537124,55388.04440975832,24480.758963221193
2015,0,winter,34539.506930032774,5211.981566820276,58.48374295954941,29269.041620252945,26988.149308802997,34810.01947284763,7821.870164044631
2015,1,winter,33172.070311671734,5211.981566820276,58.4837429595494,27901.605001891905,26988.149308802997,34810.01947284763,7821.870164044631
2015,2,winter,32487.09291672271,5211.981566820276,58.48374295954941,27216.627606942882,26988.149308802997,34810.01947284763,7821.870164044631
2015,3,winter,32258.614618582822,5211.981566820276,58.48374295954941,26988.149308802997,26988.149308802997,34810.01947284763,7821.870164044631
2015,4,winter,32471.910469359747,5211.981566820276,58.48374295954941,27201.44515957992,26988.149308802997,34810.01947284763,7821.870164044631
2015,5,winter,33369.149326860585,5211.981566820276,58.48374295954941,28098.684017080766,26988.149308802997,34810.01947284763,7821.870164044631
2015,6,winter,35566.91769728893,5211.981566820276,58.4837429595494,30296.45238750911,26988.149308802997,34810.01947284763,7821.870164044631
2015,7,winter,38838.62670241928,5211.981566820276,58.48374295954941,33568.16139263946,26988.149308802997,34810.01947284763,7821.870164044631
2015,8,winter,40129.741335784056,5211.981566820276,58.48374295954941,34859.276026004234,26988.149308802997,34810.01947284763,7821.870164044631
2015,9,winter,39871.862169993496,5211.981566820276,58.48374295954941,34601.39686021367,26988.149308802997,34810.01947284763,7821.870164044631
2015,10,winter,39603.09871203078,5211.981566820276,58.4837429595494,34332.63340225096,26988.149308802997,34810.01947284763,7821.870164044631
2015,11,winter,39133.744201478024,5211.981566820276,58.48374295954941,33863.2788916982,26988.149308802997,34810.01947284763,7821.870164044631
2015,12,winter,38450.57972251874,5211.981566820276,58.48374295954941,33180.11441273892,26988.149308802997,34810.01947284763,7821.870164044631
2015,13,winter,37693.16305608949,5211.981566820276,58.4837429595494,32422.697746309666,26988.149308802997,34810.01947284763,7821.870164044631
